,cit,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,device_protection,tech_support,paperless_billing,monthly_charges,churn_value,cltv,satisfaction_score,customer_status,churn_categor,referred_a_friend,number_of_referrals,tenure_in_months,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,age,under_30,number_of_dependents,internet_services,online_security,online_backup_srvc,multiple_line,streaming_tv_srvc,payment_methods,total_charge,contracts,churn_reasons,streaming_movies_srvc
6385,Big Oak Flat,95305,37.818589,-120.256995,Male,1,0,0,6,1,0,0,0,44.7,0,4270,3,Stayed,Not Churned,0,0,6,Offer E,19.74,DSL,7,0,0,0,1,0.0,0,118.44,394.94,60,0,0,1,0,0,0,0,Credit card (automatic),276.5,Month-to-Month,No reason given,0
6386,Catheys Valley,95306,37.394411,-120.127262,Male,0,1,1,71,1,1,1,1,114.0,0,5600,4,Stayed,Not Churned,0,0,71,None,25.45,Fiber Optic,59,1,1,1,1,0.0,0,1806.95,9982.85,20,1,1,1,1,1,1,1,Bank transfer (automatic),8175.9,Two Year,No reason given,1
6387,Ceres,95307,37.553469,-120.952825,Female,0,1,1,46,1,0,0,0,20.25,0,3879,3,Stayed,Not Churned,1,7,46,None,27.65,None,0,0,0,0,0,0.0,0,1271.8999999999999,2162.25,40,0,1,0,0,0,0,0,Bank transfer (automatic),890.35,Two Year,No reason given,0
6388,Coulterville,95311,37.722127,-120.110174,Male,1,1,0,67,1,0,0,0,83.85,0,5261,3,Stayed,Not Churned,1,10,67,None,44.9,Fiber Optic,20,0,0,0,1,0.0,0,3008.2999999999997,8597.1,60,0,0,1,1,1,1,0,Bank transfer (automatic),5588.8,Month-to-Month,No reason given,0
6389,Cressey,95312,37.420273,-120.66527,Male,0,0,1,3,1,0,0,0,20.2,0,3594,3,Joined,Not Churned,0,0,3,None,18.43,None,0,0,0,0,0,0.0,0,55.29,105.89,30,0,3,0,0,0,0,0,Bank transfer (automatic),50.6,Month-to-Month,No reason given,0
6390,Crows Landing,95313,37.435664,-121.049056,Female,0,0,0,3,1,0,0,0,19.95,0,5949,3,Joined,Not Churned,0,0,3,None,2.69,None,0,0,0,0,0,0.0,0,8.07,66.07,50,0,0,0,0,0,0,0,Mailed check,58.0,Month-to-Month,No reason given,0
6391,El Nido,95317,37.127386,-120.506422,Male,0,1,1,50,1,0,0,1,20.35,0,6391,5,Stayed,Not Churned,1,9,50,None,26.98,None,0,0,0,0,0,0.0,0,1349.0,2287.95,30,0,2,0,0,0,0,0,Mailed check,938.95,One Year,No reason given,0
6392,El Portal,95318,37.654551,-119.822984,Male,1,1,0,23,1,0,0,1,90.0,0,4999,3,Stayed,Not Churned,1,3,23,Offer D,31.53,Fiber Optic,20,0,0,0,1,0.0,0,725.19,2749.29,60,0,0,1,1,1,0,0,Electronic check,2024.1,Month-to-Month,No reason given,1
6393,Escalon,95320,37.818543,-121.006907,Female,0,1,1,67,0,1,1,0,54.2,0,5261,3,Stayed,Not Churned,1,2,67,None,0.0,Cable,51,1,1,0,1,0.0,0,0.0,3623.95,20,1,2,1,1,1,0,1,Credit card (automatic),3623.95,Two Year,No reason given,0
6394,Gustine,95322,37.147198,-121.120161,Female,1,1,0,39,1,0,0,0,99.1,0,4599,3,Stayed,Not Churned,1,6,39,None,9.13,Fiber Optic,18,0,0,0,1,0.0,0,356.07000000000005,4234.0199999999995,70,0,0,1,1,1,0,1,Mailed check,3877.95,One Year,No reason given,1
6395,Hickman,95323,37.605926,-120.69955,Female,0,0,0,69,1,0,1,1,66.9,0,5059,3,Stayed,Not Churned,0,0,69,Offer A,13.91,Cable,7,0,1,0,1,0.0,0,959.79,5537.69,40,0,0,1,1,1,1,0,Mailed check,4577.9,Two Year,No reason given,0
6396,Hilmar,95324,37.394536,-120.890747,Female,0,0,0,1,0,0,0,0,25.85,0,4467,3,Joined,Not Churned,0,0,1,None,0.0,DSL,18,0,0,0,1,0.0,0,0.0,25.85,40,0,0,1,0,0,0,0,Mailed check,25.85,One Year,No reason given,0
6397,Hornitos,95325,37.479926,-120.230424,Male,0,0,0,32,1,0,0,0,91.05,0,2716,4,Stayed,Not Churned,0,0,32,None,47.3,Fiber Optic,24,0,0,1,1,0.0,0,1513.6,4385.1,30,0,0,1,0,0,0,1,Electronic check,2871.5,Month-to-Month,No reason given,1
6398,Keyes,95328,37.555631,-120.911653,Male,0,1,1,60,1,0,0,1,20.95,0,4425,5,Stayed,Not Churned,1,9,60,None,32.12,None,0,0,0,0,0,0.0,0,1927.1999999999998,3197.75,40,0,2,0,0,0,0,0,Bank transfer (automatic),1270.55,Two Year,No reason given,0
6399,La Grange,95329,37.666587,-120.411517,Female,0,1,1,72,1,1,1,1,109.2,0,6130,4,Stayed,Not Churned,1,4,72,Offer A,44.03,Fiber Optic,14,1,1,1,1,0.0,0,3170.16,10881.61,30,0,1,1,0,1,1,1,Bank transfer (automatic),7711.45,Two Year,No reason given,1
6400,Le Grand,95333,37.249377,-120.249581,Female,1,0,0,26,1,0,0,1,85.8,0,5700,3,Stayed,Not Churned,0,0,26,None,33.74,Fiber Optic,7,0,0,0,1,0.0,0,877.24,3070.8900000000003,70,0,0,1,1,0,0,1,Credit card (automatic),2193.65,Month-to-Month,No reason given,0
6401,Long Barn,95335,38.109125,-120.078597,Male,0,0,0,2,1,0,0,1,19.65,0,4841,5,Joined,Not Churned,0,0,2,None,7.8,None,0,0,0,0,0,0.0,0,15.6,46.8,50,0,0,0,0,0,0,0,Electronic check,31.2,Month-to-Month,No reason given,0
6402,Manteca,95336,37.830267,-121.201018,Female,0,0,1,2,1,0,0,0,20.5,0,4486,3,Joined,Not Churned,0,0,2,None,31.01,None,0,0,0,0,0,0.0,0,62.02,100.27000000000001,40,0,3,0,0,0,0,0,Bank transfer (automatic),38.25,One Year,No reason given,0
6403,Manteca,95337,37.750822,-121.238423,Female,0,0,0,36,1,1,1,1,89.65,0,4844,3,Stayed,Not Churned,0,0,36,None,44.7,DSL,59,1,1,1,1,0.0,0,1609.2,4957.3,20,1,0,1,1,0,1,1,Credit card (automatic),3348.1,One Year,No reason given,1
6404,Mariposa,95338,37.526791,-119.99437,Male,0,0,0,7,1,0,0,0,74.35,0,2463,4,Stayed,Not Churned,0,0,7,None,1.67,Fiber Optic,23,0,0,0,1,0.0,0,11.69,545.2900000000001,40,0,0,1,1,0,0,0,Mailed check,533.6,Month-to-Month,No reason given,0
6405,Merced,95340,37.255637,-120.493537,Female,1,1,0,60,0,0,0,1,49.45,0,4277,3,Stayed,Not Churned,1,3,60,None,0.0,DSL,22,0,0,0,0,0.0,40,0.0,2947.55,60,0,0,1,0,1,0,1,Credit card (automatic),2907.55,Two Year,No reason given,1
6406,Midpines,95345,37.581496,-119.972762,Female,0,1,0,19,1,0,0,1,89.1,0,3624,5,Stayed,Not Churned,1,1,19,None,45.37,Fiber Optic,52,0,0,1,1,0.0,0,862.03,2482.83,20,0,0,1,0,1,1,0,Electronic check,1620.8,Month-to-Month,No reason given,1
6407,Mi Wuk Village,95346,38.121601,-120.133915,Male,1,1,0,45,1,1,1,0,75.15,0,5837,3,Stayed,Not Churned,1,4,45,None,9.39,DSL,22,1,1,0,1,0.0,0,422.55,3902.9,70,0,0,1,1,0,1,0,Credit card (automatic),3480.35,Two Year,No reason given,1
6408,Merced,95348,37.40122,-120.514191,Male,1,0,0,4,1,0,0,1,70.65,0,4510,4,Stayed,Not Churned,0,0,4,Offer E,6.18,Fiber Optic,12,0,0,0,1,0.0,0,24.72,318.57000000000005,60,0,0,1,0,0,0,0,Electronic check,293.85,Month-to-Month,No reason given,0
6409,Modesto,95351,37.621458,-121.012295,Male,0,1,1,47,1,1,0,0,90.05,0,3291,4,Stayed,Not Churned,1,3,47,None,38.25,Fiber Optic,20,1,0,1,1,0.0,0,1797.75,5934.95,50,0,1,1,1,0,0,0,Electronic check,4137.2,Month-to-Month,No reason given,1
6410,Modesto,95356,37.716186,-121.025836,Female,0,0,0,1,1,0,0,0,19.4,0,5566,3,Joined,Not Churned,0,0,1,None,2.85,None,0,0,0,0,0,0.0,0,2.85,22.25,40,0,0,0,0,0,0,0,Credit card (automatic),19.4,Month-to-Month,No reason given,0
6411,Modesto,95357,37.670526,-120.877572,Female,1,1,1,59,1,1,0,1,88.75,0,6492,3,Stayed,Not Churned,1,3,59,None,16.15,Fiber Optic,26,1,0,0,1,0.0,0,952.8499999999999,6301.5,70,0,1,1,0,0,1,0,Credit card (automatic),5348.65,Month-to-Month,No reason given,1
6412,Newman,95360,37.343846,-121.039391,Male,1,0,0,35,1,0,0,0,91.0,0,5527,3,Stayed,Not Churned,0,0,35,None,26.19,Fiber Optic,19,0,0,0,0,0.0,40,916.6500000000001,4137.15,70,0,0,1,1,0,1,0,Credit card (automatic),3180.5,Month-to-Month,No reason given,1
6413,Patterson,95363,37.410236,-121.320337,Male,0,1,1,32,1,0,0,1,90.8,0,2722,3,Stayed,Not Churned,1,6,32,None,36.65,Fiber Optic,69,0,0,1,1,0.0,0,1172.8,4196.65,20,1,3,1,1,1,0,0,Electronic check,3023.85,One Year,No reason given,1
6414,Ripon,95366,37.750778,-121.13238,Female,1,1,0,54,1,0,0,1,18.95,0,5548,4,Stayed,Not Churned,1,3,54,None,23.94,None,0,0,0,0,0,0.0,0,1292.76,2323.8599999999997,60,0,0,0,0,0,0,0,Mailed check,1031.1,Two Year,No reason given,0
6415,Salida,95368,37.713152,-121.08739,Female,1,0,0,66,1,0,0,1,102.4,0,4861,3,Stayed,Not Churned,0,0,66,None,10.45,Fiber Optic,20,0,0,1,1,0.0,0,689.6999999999999,7161.55,60,0,0,1,1,0,1,1,Bank transfer (automatic),6471.85,Two Year,No reason given,1
6416,Snelling,95369,37.521708,-120.426843,Male,0,1,1,61,1,1,0,1,99.9,0,5641,5,Stayed,Not Churned,1,3,61,None,34.54,Fiber Optic,58,1,0,1,1,0.0,0,2106.94,8348.29,60,0,3,1,0,0,1,1,Electronic check,6241.35,One Year,No reason given,1
6417,Sonora,95370,37.982716,-120.343732,Male,0,1,1,72,1,1,1,0,88.7,0,4641,4,Stayed,Not Churned,1,1,72,Offer A,28.63,DSL,19,1,1,1,1,0.0,0,2061.36,8562.710000000001,60,0,2,1,1,1,1,1,Credit card (automatic),6501.35,Two Year,No reason given,1
6418,Soulsbyville,95372,37.990574,-120.261821,Male,0,1,1,44,0,1,1,1,54.3,0,3423,5,Stayed,Not Churned,1,1,44,None,0.0,DSL,69,1,1,1,0,0.0,10,0.0,2327.1,20,1,1,1,0,0,0,1,Electronic check,2317.1,One Year,No reason given,1
6419,Stevinson,95374,37.316807,-120.855753,Male,0,0,0,41,1,1,0,1,55.7,0,5590,4,Stayed,Not Churned,0,0,41,None,6.6,Cable,3,1,0,0,1,0.0,0,270.59999999999997,2508.15,30,0,0,1,0,0,1,0,Bank transfer (automatic),2237.55,Month-to-Month,No reason given,0
6420,Tracy,95376,37.680968,-121.446049,Male,0,1,0,50,1,1,0,1,103.95,0,4363,3,Stayed,Not Churned,0,0,50,None,23.28,Fiber Optic,51,1,0,1,1,0.0,0,1164.0,6395.3,20,1,0,1,1,0,1,1,Electronic check,5231.3,One Year,No reason given,1
6421,Turlock,95380,37.474396,-120.875917,Male,0,1,1,8,1,0,0,0,20.15,0,3899,4,Stayed,Not Churned,1,1,8,Offer E,2.87,None,0,0,0,0,0,0.0,0,22.96,188.46,20,0,3,0,0,0,0,0,Mailed check,165.5,Two Year,No reason given,0
6422,Turlock,95382,37.529656,-120.854357,Male,0,0,0,18,1,0,0,0,20.05,0,4204,3,Stayed,Not Churned,0,0,18,None,22.97,None,0,0,0,0,0,0.0,0,413.46,771.96,60,0,0,0,0,0,0,0,Mailed check,358.5,Month-to-Month,No reason given,0
6423,Twain Harte,95383,38.107441,-120.230625,Male,0,1,1,72,1,1,1,1,91.95,0,4403,4,Stayed,Not Churned,1,1,72,Offer A,27.1,Cable,59,1,1,1,1,0.0,0,1951.2,8566.1,20,1,1,1,1,1,1,1,Credit card (automatic),6614.9,Two Year,No reason given,1
6424,Waterford,95386,37.669516,-120.626964,Female,1,0,0,42,1,1,0,0,55.65,0,5831,4,Stayed,Not Churned,0,0,42,None,27.0,Cable,30,1,0,0,1,0.0,0,1134.0,3555.75,60,0,0,1,0,0,1,0,Electronic check,2421.75,Month-to-Month,No reason given,0
6425,Westley,95387,37.546007,-121.28257,Female,1,0,0,18,1,0,0,1,74.7,0,3896,4,Stayed,Not Churned,0,0,18,Offer D,21.09,Fiber Optic,18,0,0,0,0,0.0,20,379.62,1694.2199999999998,70,0,0,1,0,1,0,0,Electronic check,1294.6,Month-to-Month,No reason given,0
6426,Winton,95388,37.421299,-120.599587,Female,0,0,1,13,1,1,0,1,104.15,0,2810,3,Stayed,Not Churned,0,0,13,Offer D,11.99,Fiber Optic,27,1,0,1,1,2.76,0,155.87,1452.21,20,1,2,1,0,1,1,1,Credit card (automatic),1299.1,One Year,No reason given,1
6427,Yosemite National Park,95389,37.704267,-119.607001,Female,0,1,1,68,1,0,1,1,83.65,0,5958,4,Stayed,Not Churned,1,1,68,Offer A,15.94,Fiber Optic,29,0,1,0,1,46.99,0,1083.92,6770.33,40,0,2,1,0,1,1,0,Bank transfer (automatic),5733.4,One Year,No reason given,0
6428,Santa Rosa,95403,38.488431,-122.752839,Male,0,0,0,69,1,1,0,1,110.05,0,5798,3,Stayed,Not Churned,0,0,69,Offer A,5.71,Fiber Optic,73,1,0,1,1,23.16,0,393.99,7801.58,20,1,0,1,1,1,1,1,Credit card (automatic),7430.75,Two Year,No reason given,1
6429,Santa Rosa,95405,38.439696,-122.668817,Male,0,1,1,25,1,0,0,0,25.5,0,5230,3,Stayed,Not Churned,1,1,25,None,23.69,None,0,0,0,0,0,44.42,0,592.25,1178.43,30,0,3,0,0,0,1,0,Credit card (automatic),630.6,Two Year,No reason given,0
6430,Santa Rosa,95409,38.468893,-122.580539,Female,0,1,1,59,1,0,0,0,19.5,0,4579,4,Stayed,Not Churned,1,1,59,None,9.51,None,0,0,0,0,0,0.0,0,561.09,1783.7400000000002,10,1,2,0,0,0,0,0,Credit card (automatic),1222.65,Two Year,No reason given,0
6431,Albion,95410,39.225694,-123.717354,Female,1,0,0,5,1,0,0,0,80.7,0,3468,4,Stayed,Not Churned,0,0,5,Offer E,36.27,Fiber Optic,17,0,0,0,1,0.0,0,181.35000000000002,556.1500000000001,70,0,0,1,1,1,0,0,Electronic check,374.8,Month-to-Month,No reason given,0
6432,Boonville,95415,39.025867,-123.381544,Female,0,1,1,69,1,1,1,1,105.1,0,4686,3,Stayed,Not Churned,1,1,69,Offer A,23.02,Fiber Optic,48,1,1,0,0,0.0,110,1588.3799999999999,8933.18,10,1,3,1,1,1,1,1,Credit card (automatic),7234.8,One Year,No reason given,0
6433,Branscomb,95417,39.710591,-123.682799,Male,0,0,0,13,0,0,0,1,25.15,0,4943,5,Stayed,Not Churned,0,0,13,Offer D,0.0,Cable,16,0,0,0,1,48.59,0,0.0,283.26,30,0,0,1,0,0,0,0,Bank transfer (automatic),331.85,Month-to-Month,No reason given,0
6434,Cazadero,95421,38.578807,-123.19338,Male,0,1,0,52,1,0,1,1,95.65,0,4465,3,Stayed,Not Churned,1,1,52,None,8.94,Fiber Optic,85,0,1,1,1,11.8,0,464.88,5541.48,20,1,0,1,0,1,1,0,Credit card (automatic),5088.4,Month-to-Month,No reason given,1
6435,Clearlake Oaks,95423,39.07116,-122.598542,Male,0,1,0,61,1,1,1,1,80.8,0,4302,4,Stayed,Not Churned,1,1,61,None,43.48,DSL,20,1,1,1,1,17.17,0,2652.2799999999997,7495.96,50,0,0,1,1,1,1,0,Bank transfer (automatic),4860.85,Two Year,No reason given,1
6436,Cloverdale,95425,38.801936,-122.938935,Male,0,0,0,29,0,0,0,1,24.85,0,4161,5,Stayed,Not Churned,0,0,29,None,0.0,DSL,59,0,0,0,1,0.0,0,0.0,788.05,10,1,0,1,0,0,0,0,Mailed check,788.05,One Year,No reason given,0
6437,Cobb,95426,38.838088,-122.73203,Female,0,0,1,25,1,0,1,1,54.75,0,5136,5,Stayed,Not Churned,0,0,25,Offer C,39.9,DSL,27,0,1,0,1,15.76,0,997.5,2248.09,30,0,1,1,0,1,0,0,Credit card (automatic),1266.35,One Year,No reason given,0
6438,Covelo,95428,39.83307,-123.178765,Male,0,0,0,15,0,1,0,0,50.75,0,5091,5,Stayed,Not Churned,0,0,15,Offer D,0.0,DSL,14,1,0,1,1,32.55,0,0.0,655.6500000000001,50,0,0,1,0,0,0,1,Electronic check,688.2,One Year,No reason given,1
6439,Dos Rios,95429,39.756049,-123.358701,Female,0,1,1,19,1,0,0,0,20.15,0,4246,3,Stayed,Not Churned,1,1,19,Offer D,31.85,None,0,0,0,0,0,2.97,0,605.15,989.8799999999999,40,0,3,0,0,0,0,0,Mailed check,387.7,Two Year,No reason given,0
6440,Duncans Mills,95430,38.445603,-123.063756,Male,0,0,0,44,1,0,0,0,20.05,0,2798,3,Stayed,Not Churned,0,0,44,None,47.53,None,0,0,0,0,0,15.31,0,2091.32,2921.26,20,1,0,0,0,0,0,0,Mailed check,845.25,Two Year,No reason given,0
6441,Elk,95432,39.108252,-123.645121,Male,0,1,1,58,1,1,1,0,71.6,0,4747,4,Stayed,Not Churned,1,1,58,None,40.57,DSL,25,1,1,0,1,45.54,0,2353.06,6537.77,40,0,3,1,1,1,1,0,Credit card (automatic),4230.25,Two Year,No reason given,0
6442,Forestville,95436,38.499302,-122.92444,Male,0,1,1,62,1,0,0,1,81.45,0,5179,3,Stayed,Not Churned,1,1,62,None,39.67,Fiber Optic,41,0,0,0,1,14.15,0,2459.54,7428.4400000000005,20,1,3,1,1,1,0,0,Credit card (automatic),4983.05,One Year,No reason given,0
6443,Fort Bragg,95437,39.455555,-123.683979,Female,0,1,1,70,0,1,1,1,58.4,0,4117,5,Stayed,Not Churned,1,1,70,Offer A,0.0,Cable,19,1,1,1,1,32.53,0,0.0,4080.6199999999994,50,0,2,1,0,1,0,1,Bank transfer (automatic),4113.15,One Year,No reason given,1
6444,Geyserville,95441,38.731771,-123.064272,Male,0,1,1,10,0,1,1,0,53.7,0,5671,3,Stayed,Not Churned,1,2,10,Offer D,0.0,Cable,24,1,1,1,1,22.97,0,0.0,498.03,40,0,2,1,1,1,0,0,Credit card (automatic),521.0,Two Year,No reason given,1
6445,Glen Ellen,95442,38.368744,-122.522642,Male,0,0,0,26,1,0,0,1,19.6,0,3722,4,Stayed,Not Churned,0,0,26,Offer C,37.7,None,0,0,0,0,0,21.25,0,980.2,1430.8000000000002,60,0,0,0,0,0,0,0,Bank transfer (automatic),471.85,One Year,No reason given,0
6446,Glenhaven,95443,39.045246,-122.743181,Male,0,0,0,66,1,0,0,0,89.4,0,4889,3,Stayed,Not Churned,0,0,66,Offer A,48.78,Fiber Optic,8,0,0,1,0,36.02,40,3219.48,9200.359999999999,50,0,0,1,0,1,1,0,Credit card (automatic),5976.9,Month-to-Month,No reason given,1
6447,Gualala,95445,38.848082,-123.50608,Male,0,1,1,51,1,0,1,0,84.2,0,4952,5,Stayed,Not Churned,1,6,51,None,9.5,Fiber Optic,51,0,1,0,1,39.68,0,484.5,4744.57,30,0,3,1,0,1,1,0,Bank transfer (automatic),4299.75,One Year,No reason given,0
6448,Guerneville,95446,38.52576,-123.013347,Male,0,1,1,72,1,1,1,1,106.1,0,4890,3,Stayed,Not Churned,1,9,72,Offer A,7.16,Fiber Optic,24,1,1,0,1,23.39,0,515.52,8040.73,30,0,1,1,1,1,1,1,Credit card (automatic),7548.6,Two Year,No reason given,0
6449,Healdsburg,95448,38.618347,-122.908422,Male,0,0,0,65,1,0,0,0,25.75,0,5707,5,Stayed,Not Churned,0,0,65,None,4.9,None,0,0,0,0,0,41.74,0,318.5,1931.51,50,0,0,0,0,0,1,0,Mailed check,1654.75,Two Year,No reason given,0
6450,Jenner,95450,38.505995,-123.187019,Male,0,0,1,70,1,0,1,0,64.95,0,5392,4,Stayed,Not Churned,0,0,70,None,26.62,Cable,19,0,1,0,1,20.87,0,1863.4,6394.030000000001,30,0,1,1,1,1,1,0,Bank transfer (automatic),4551.5,One Year,No reason given,0
6451,Kelseyville,95451,38.93496,-122.792243,Male,0,1,0,72,1,1,1,1,85.45,0,5641,4,Stayed,Not Churned,1,10,72,None,31.15,Cable,16,1,1,1,1,0.0,0,2242.7999999999997,8470.3,30,0,0,1,0,1,1,1,Credit card (automatic),6227.5,Two Year,No reason given,1
6452,Kenwood,95452,38.419525,-122.521585,Female,0,1,1,1,1,0,0,0,20.05,0,5811,5,Joined,Not Churned,1,3,1,None,16.02,None,0,0,0,0,0,0.0,0,16.02,36.07,60,0,3,0,0,0,0,0,Mailed check,20.05,Month-to-Month,No reason given,0
6453,Little River,95456,39.245911,-123.77214,Male,0,0,0,3,1,0,0,0,20.7,0,2011,4,Joined,Not Churned,0,0,3,Offer E,38.41,None,0,0,0,0,0,0.0,0,115.22999999999999,172.73,20,1,0,0,0,0,0,0,Mailed check,57.5,Month-to-Month,No reason given,0
6454,Lower Lake,95457,38.925545,-122.549083,Male,0,0,0,58,1,0,0,1,25.3,0,4477,5,Stayed,Not Churned,0,0,58,None,48.78,None,0,0,0,0,0,0.0,0,2829.2400000000002,4303.59,30,0,0,0,0,0,1,0,Credit card (automatic),1474.35,Two Year,No reason given,0
6455,Manchester,95459,38.966713,-123.586412,Male,1,1,0,33,1,0,0,1,100.6,0,3669,4,Stayed,Not Churned,1,6,33,None,44.1,Fiber Optic,22,0,0,0,1,0.0,0,1455.3,4725.55,70,0,0,1,0,1,1,1,Bank transfer (automatic),3270.25,Month-to-Month,No reason given,1
6456,Middletown,95461,38.787446,-122.58675,Male,1,1,0,54,1,0,0,0,74.0,0,4991,5,Stayed,Not Churned,1,10,54,None,35.16,Fiber Optic,5,0,0,0,1,0.0,0,1898.6399999999999,5817.79,70,0,0,1,0,0,1,0,Bank transfer (automatic),3919.15,Month-to-Month,No reason given,0
6457,Monte Rio,95462,38.471049,-123.015549,Male,0,1,0,72,1,0,0,1,99.4,0,6022,5,Stayed,Not Churned,1,7,72,None,34.95,Fiber Optic,48,0,0,1,1,0.0,0,2516.4,9802.1,20,1,0,1,0,1,1,1,Electronic check,7285.7,Two Year,No reason given,1
6458,Occidental,95465,38.415003,-122.998726,Female,0,1,1,72,1,1,1,0,107.45,0,4505,4,Stayed,Not Churned,1,1,72,None,17.89,Fiber Optic,19,1,1,1,1,0.0,0,1288.08,8946.380000000001,30,0,2,1,1,1,1,0,Credit card (automatic),7658.3,Two Year,No reason given,1
6459,Philo,95466,39.094102,-123.500853,Female,0,1,1,72,1,1,0,1,83.6,0,4116,3,Stayed,Not Churned,1,4,72,None,12.84,DSL,22,1,0,1,1,0.0,0,924.48,6883.780000000001,30,0,1,1,1,1,1,1,Credit card (automatic),5959.3,Two Year,No reason given,1
6460,Point Arena,95468,38.911299,-123.609588,Male,1,1,0,54,1,1,0,1,99.05,0,4011,5,Stayed,Not Churned,0,0,54,None,38.48,Fiber Optic,13,1,0,0,0,0.0,40,2077.9199999999996,7413.619999999999,60,0,0,1,0,0,1,1,Credit card (automatic),5295.7,Month-to-Month,No reason given,1
6461,Potter Valley,95469,39.408634,-123.045516,Female,0,1,0,59,1,0,1,1,80.1,0,4093,5,Stayed,Not Churned,1,7,59,None,20.27,DSL,13,0,1,1,1,0.0,0,1195.93,5889.13,30,0,0,1,0,1,1,1,Electronic check,4693.2,One Year,No reason given,1
6462,Redwood Valley,95470,39.298065,-123.25211,Male,0,0,0,54,1,0,0,1,65.3,0,4556,3,Stayed,Not Churned,0,0,54,None,18.74,DSL,16,0,0,0,1,0.0,0,1011.9599999999999,4524.86,40,0,0,1,1,1,0,1,Bank transfer (automatic),3512.9,Two Year,No reason given,0
6463,Rio Nido,95471,38.522328,-122.97932,Male,0,0,0,60,1,1,0,1,89.55,0,5874,5,Stayed,Not Churned,0,0,60,None,7.1,Fiber Optic,10,1,0,0,1,0.0,0,426.0,5657.2,30,0,0,1,0,0,1,1,Electronic check,5231.2,Two Year,No reason given,0
6464,Sebastopol,95472,38.398815,-122.861923,Female,0,1,0,60,0,1,1,0,60.8,0,5784,5,Stayed,Not Churned,1,5,60,None,0.0,DSL,69,1,1,1,1,0.0,0,0.0,3603.45,10,1,0,1,0,1,0,1,Credit card (automatic),3603.45,Two Year,No reason given,1
6465,Sonoma,95476,38.25485,-122.461799,Male,0,0,0,3,1,0,0,0,74.5,0,5203,3,Joined,Not Churned,0,0,3,None,6.97,Fiber Optic,14,0,0,0,1,0.0,0,20.91,238.35999999999999,30,0,0,1,0,0,1,0,Electronic check,217.45,Month-to-Month,No reason given,0
6466,Ukiah,95482,39.134075,-123.23422,Female,0,1,0,69,1,0,0,0,99.15,0,5031,3,Stayed,Not Churned,1,6,69,None,45.35,Fiber Optic,19,0,0,1,1,0.0,0,3129.15,10004.5,50,0,0,1,1,0,1,1,Bank transfer (automatic),6875.35,Two Year,No reason given,1
6467,Upper Lake,95485,39.220368,-122.907693,Female,0,1,1,1,1,0,0,0,19.25,0,2053,4,Joined,Not Churned,1,9,1,Offer E,25.1,None,0,0,0,0,0,0.0,0,25.1,44.35,20,1,5,0,0,0,0,0,Electronic check,19.25,Month-to-Month,No reason given,0
6468,Westport,95488,39.724433,-123.767578,Male,0,1,1,50,0,0,0,1,39.45,0,6018,3,Stayed,Not Churned,1,10,50,None,0.0,DSL,23,0,0,0,1,0.0,0,0.0,2021.35,40,0,3,1,1,0,0,1,Credit card (automatic),2021.35,Month-to-Month,No reason given,0
6469,Willits,95490,39.492046,-123.375818,Female,0,0,0,56,0,0,0,1,44.85,0,4021,5,Stayed,Not Churned,0,0,56,None,0.0,DSL,23,0,0,1,1,0.0,0,0.0,2564.95,50,0,0,1,0,0,0,1,Credit card (automatic),2564.95,Month-to-Month,No reason given,1
6470,Windsor,95492,38.527297,-122.810044,Female,0,1,0,60,1,0,1,1,97.2,0,4905,4,Stayed,Not Churned,1,6,60,None,32.5,Fiber Optic,13,0,1,1,1,0.0,0,1950.0,7561.75,50,0,0,1,1,0,0,1,Electronic check,5611.75,Two Year,No reason given,1
6471,Witter Springs,95493,39.222323,-122.985488,Male,1,1,0,69,1,1,1,1,110.55,0,4887,3,Stayed,Not Churned,1,2,69,None,8.3,Fiber Optic,14,1,1,0,1,0.0,0,572.7,8182.8,70,0,0,1,1,0,1,1,Mailed check,7610.1,One Year,No reason given,1
6472,Eureka,95501,40.796621,-124.15428,Female,0,1,0,3,1,0,0,1,19.9,0,3716,5,Joined,Not Churned,1,4,3,Offer E,41.36,None,0,0,0,0,0,0.0,0,124.08,169.82999999999998,50,0,0,0,0,0,0,0,Mailed check,45.75,Month-to-Month,No reason given,0
6473,Eureka,95503,40.737431,-124.108897,Male,0,1,1,60,1,0,1,0,76.95,0,5053,4,Stayed,Not Churned,1,7,60,None,27.2,DSL,21,0,1,1,1,0.0,0,1632.0,6175.95,30,0,3,1,0,1,0,1,Bank transfer (automatic),4543.95,Two Year,No reason given,1
6474,Alderpoint,95511,40.166028,-123.584144,Female,0,0,0,13,0,1,1,0,35.4,0,3239,3,Stayed,Not Churned,0,0,13,Offer D,0.0,Cable,13,1,1,0,0,0.0,100,0.0,550.4,50,0,0,1,0,0,0,0,Mailed check,450.4,Two Year,No reason given,0
6475,Blocksburg,95514,40.309088,-123.668201,Male,0,1,1,62,1,0,0,0,20.45,0,5746,4,Stayed,Not Churned,1,2,62,None,1.87,None,0,0,0,0,0,0.0,0,115.94000000000001,1413.29,40,0,2,0,0,0,0,0,Bank transfer (automatic),1297.35,Two Year,No reason given,0
